"Data generated on Tuesday, February 07, 2017 at 7:06:18 PM EST"
Area/Partners of Destination,,,,,January 2011 - December 2016
And Commodities Exported,,,,,Values in Thousands of dollars
,,,,Q1(Jan-Mar),Q2(Apr-Jun),Q3(Jul-Sep),Q4(Oct-Dec),Total,
Partner,HS Code,Product,Year,Value,Value,Value,Value,Value,Reporter Code,Partner Code,Product Code,
"Canada","0702000065","TOMATOES OTHER","2015-2015","22,095","22,661","19,437","24,924","89,116","US","CA","0702000065",
"Canada","0702000065","TOMATOES OTHER","2016-2016","23,430","22,397","17,680","23,711","87,217","US","CA","0702000065",
"Canada","0703100050","ONION SETS FR/CH","2011-2011","693","349","12","99","1,154","US","CA","0703100050",
"Canada","0703100050","ONION SETS FR/CH","2012-2012","597","236","12","263","1,107","US","CA","0703100050",
"Canada","0703100050","ONION SETS FR/CH","2013-2013","540","399","0","209","1,148","US","CA","0703100050",
"Canada","0703100050","ONION SETS FR/CH","2014-2014","675","334","74","117","1,200","US","CA","0703100050",
"Canada","0703100050","ONION SETS FR/CH","2015-2015","647","403","44","315","1,409","US","CA","0703100050",
"Canada","0703100050","ONION SETS FR/CH","2016-2016","700","780","392","693","2,565","US","CA","0703100050",
"Canada","0704100010","ORG CAULFLOWR FR","2011-2011","1,546","1,379","573","1,019","4,517","US","CA","0704100010",
"Canada","0704100010","ORG CAULFLOWR FR","2012-2012","1,343","1,289","819","1,284","4,735","US","CA","0704100010",
"Canada","0704100010","ORG CAULFLOWR FR","2013-2013","1,688","1,641","977","1,716","6,021","US","CA","0704100010",
"Canada","0704100010","ORG CAULFLOWR FR","2014-2014","1,872","1,921","1,103","2,108","7,005","US","CA","0704100010",
"Canada","0704100010","ORG CAULFLOWR FR","2015-2015","2,295","2,243","1,207","1,778","7,523","US","CA","0704100010",
"Canada","0704100010","ORG CAULFLOWR FR","2016-2016","2,274","2,343","1,408","2,574","8,598","US","CA","0704100010",
"Canada","0704100050","CAULFLOWER FR/CH","2011-2011","27,913","27,433","10,487","23,160","88,994","US","CA","0704100050",
"Canada","0704100050","CAULFLOWER FR/CH","2012-2012","23,723","21,540","10,655","22,757","78,676","US","CA","0704100050",
"Canada","0704100050","CAULFLOWER FR/CH","2013-2013","30,382","25,991","12,937","30,777","100,088","US","CA","0704100050",
"Canada","0704100050","CAULFLOWER FR/CH","2014-2014","27,053","28,775","10,546","25,033","91,407","US","CA","0704100050",
"Canada","0704100050","CAULFLOWER FR/CH","2015-2015","29,039","30,841","11,401","27,748","99,029","US","CA","0704100050",
"Canada","0704100050","CAULFLOWER FR/CH","2016-2016","33,056","29,125","12,548","26,499","101,228","US","CA","0704100050",
"Canada","0704902050","CABBAGE, FR/CH","2012-2012","5,946","8,054","3,527","4,844","22,371","US","CA","0704902050",
"Canada","0704902050","CABBAGE, FR/CH","2013-2013","16,430","10,676","5,008","5,474","37,588","US","CA","0704902050",
"Canada","0704902050","CABBAGE, FR/CH","2014-2014","6,956","12,517","5,956","6,284","31,713","US","CA","0704902050",
"Canada","0704902050","CABBAGE, FR/CH","2015-2015","8,619","11,941","7,335","8,575","36,469","US","CA","0704902050",
"Canada","0704902050","CABBAGE, FR/CH","2016-2016","11,126","16,202","9,583","10,830","47,740","US","CA","0704902050",
"Canada","0704904025","ORG BROCCOLI FR","2011-2011","774","856","417","768","2,814","US","CA","0704904025",
"Canada","0704904025","ORG BROCCOLI FR","2012-2012","771","793","414","704","2,682","US","CA","0704904025",
"Canada","0704904025","ORG BROCCOLI FR","2013-2013","916","949","483","887","3,235","US","CA","0704904025",
"Canada","0704904025","ORG BROCCOLI FR","2014-2014","908","1,132","641","1,074","3,755","US","CA","0704904025",
"Canada","0704904025","ORG BROCCOLI FR","2015-2015","1,141","1,650","766","1,379","4,937","US","CA","0704904025",
"Canada","0704904025","ORG BROCCOLI FR","2016-2016","1,415","1,732","962","1,426","5,535","US","CA","0704904025",
"Canada","0704904030","BROCCOLI FR/CH","2011-2011","20,262","20,059","8,355","16,339","65,015","US","CA","0704904030",
"Canada","0704904030","BROCCOLI FR/CH","2012-2012","21,417","20,074","11,473","18,951","71,915","US","CA","0704904030",
"Canada","0704904030","BROCCOLI FR/CH","2013-2013","24,135","21,416","12,722","23,208","81,481","US","CA","0704904030",
"Canada","0704904030","BROCCOLI FR/CH","2014-2014","21,569","25,296","12,878","22,324","82,068","US","CA","0704904030",
"Canada","0704904030","BROCCOLI FR/CH","2015-2015","25,478","23,884","11,974","22,253","83,588","US","CA","0704904030",
"Canada","0704904030","BROCCOLI FR/CH","2016-2016","22,574","20,765","7,890","14,547","65,776","US","CA","0704904030",
"Canada","0705110010","ORG HD LETTUCE","2011-2011","419","346","216","240","1,221","US","CA","0705110010",
"Canada","0705110010","ORG HD LETTUCE","2012-2012","308","352","272","231","1,162","US","CA","0705110010",
"Canada","0705110010","ORG HD LETTUCE","2013-2013","262","325","345","295","1,228","US","CA","0705110010",
"Canada","0705110010","ORG HD LETTUCE","2014-2014","409","375","296","325","1,406","US","CA","0705110010",
"Canada","0705110010","ORG HD LETTUCE","2015-2015","270","308","233","332","1,142","US","CA","0705110010",
"Canada","0705110010","ORG HD LETTUCE","2016-2016","297","297","227","304","1,125","US","CA","0705110010",
"Canada","0705110050","HD LETTUCE FR/CH","2011-2011","26,422","22,635","12,375","19,448","80,880","US","CA","0705110050",
"Canada","0705110050","HD LETTUCE FR/CH","2012-2012","15,873","18,389","12,766","17,802","64,830","US","CA","0705110050",
"Canada","0705110050","HD LETTUCE FR/CH","2013-2013","25,549","20,095","15,406","21,473","82,522","US","CA","0705110050",
"Canada","0705110050","HD LETTUCE FR/CH","2014-2014","16,976","22,231","14,950","22,884","77,042","US","CA","0705110050",
"Canada","0705110050","HD LETTUCE FR/CH","2015-2015","21,099","21,318","14,038","27,463","83,918","US","CA","0705110050",
"Canada","0705110050","HD LETTUCE FR/CH","2016-2016","19,947","20,522","12,085","17,015","69,569","US","CA","0705110050",
"Canada","0705190010","ORG LETTUCE X HD","2011-2011","21,090","21,442","17,882","19,492","79,907","US","CA","0705190010",
"Canada","0705190010","ORG LETTUCE X HD","2012-2012","19,718","21,228","17,753","19,542","78,241","US","CA","0705190010",
"Canada","0705190010","ORG LETTUCE X HD","2013-2013","21,674","20,887","17,559","18,363","78,483","US","CA","0705190010",
"Canada","0705190010","ORG LETTUCE X HD","2014-2014","17,955","19,193","15,424","15,238","67,810","US","CA","0705190010",
"Canada","0705190020","ORG LETTUCE <1KG","2015-2015","6,387","6,575","5,996","5,530","24,489","US","CA","0705190020",
"Canada","0705190020","ORG LETTUCE <1KG","2016-2016","5,320","5,454","4,957","4,773","20,504","US","CA","0705190020",
"Canada","0705190030","ORG LETTUCE >1KG","2015-2015","2,494","1,456","372","1,301","5,622","US","CA","0705190030",
"Canada","0705190030","ORG LETTUCE >1KG","2016-2016","1,190","838","156","123","2,307","US","CA","0705190030",
"Canada","0705190040","ORG LETTUCE X HD","2015-2015","5,238","6,312","5,173","5,528","22,251","US","CA","0705190040",
"Canada","0705190040","ORG LETTUCE X HD","2016-2016","5,609","6,042","4,540","5,612","21,803","US","CA","0705190040",
"Canada","0705190050","LETTUCE X HD FR","2011-2011","72,350","67,847","56,388","69,574","266,159","US","CA","0705190050",
"Canada","0705190050","LETTUCE X HD FR","2012-2012","61,111","67,139","58,818","66,341","253,409","US","CA","0705190050",
"Canada","0705190050","LETTUCE X HD FR","2013-2013","83,815","67,924","60,189","68,008","279,936","US","CA","0705190050",
"Canada","0705190050","LETTUCE X HD FR","2014-2014","61,438","74,334","61,278","79,716","276,766","US","CA","0705190050",
"Canada","0705190050","LETTUCE X HD FR","2015-2015","82,516","83,815","64,318","90,105","320,754","US","CA","0705190050",
"Canada","0705190050","LETTUCE X HD FR","2016-2016","71,479","80,567","60,152","72,475","284,674","US","CA","0705190050",
"Canada","0706103010","ORG CARROTS FR/C","2011-2011","7,702","5,861","4,183","4,504","22,251","US","CA","0706103010",
"Canada","0706103010","ORG CARROTS FR/C","2012-2012","5,761","6,684","4,460","4,843","21,749","US","CA","0706103010",
"Canada","0706103010","ORG CARROTS FR/C","2013-2013","6,482","7,011","4,631","5,065","23,189","US","CA","0706103010",
"Canada","0706103010","ORG CARROTS FR/C","2014-2014","6,788","7,269","5,190","5,646","24,893","US","CA","0706103010",
"Canada","0706103020","ORG CARROT <11CM","2015-2015","3,470","3,325","2,612","2,512","11,919","US","CA","0706103020",
"Canada","0706103020","ORG CARROT <11CM","2016-2016","2,124","2,201","1,797","1,936","8,058","US","CA","0706103020",
"Canada","0706103030","ORG CARROT NESOI","2015-2015","3,361","4,024","2,902","2,971","13,258","US","CA","0706103030",
"Canada","0706103030","ORG CARROT NESOI","2016-2016","4,268","4,498","3,306","3,595","15,667","US","CA","0706103030",
"Canada","0706103050","CARROTS FR/CH","2011-2011","26,155","36,406","18,419","18,265","99,245","US","CA","0706103050",
"Canada","0706103050","CARROTS FR/CH","2012-2012","26,191","31,026","14,619","16,215","88,051","US","CA","0706103050",
"Canada","0706103050","CARROTS FR/CH","2013-2013","26,450","30,772","15,608","15,389","88,219","US","CA","0706103050",
"Canada","0706103050","CARROTS FR/CH","2014-2014","23,684","28,642","14,111","15,512","81,948","US","CA","0706103050",
"Canada","0706103050","CARROTS FR/CH","2015-2015","23,691","27,411","12,643","15,235","78,980","US","CA","0706103050",
"Canada","0706103050","CARROTS FR/CH","2016-2016","23,564","27,329","10,987","14,196","76,076","US","CA","0706103050",
"Canada","0706903100","ORG BEET FC","2015-2015","325","406","167","214","1,111","US","CA","0706903100",
"Canada","0706903100","ORG BEET FC","2016-2016","266","377","184","239","1,066","US","CA","0706903100",
"Canada","0706903500","BEET FC","2015-2015","1,151","1,459","150","963","3,723","US","CA","0706903500",
"Canada","0706903500","BEET FC","2016-2016","1,069","1,648","179","720","3,617","US","CA","0706903500",
"Canada","0707000050","CUCMBERS,FR/CH","2012-2012","3,984","4,144","1,808","4,316","14,253","US","CA","0707000050",
"Canada","0707000050","CUCMBERS,FR/CH","2013-2013","3,247","3,760","2,355","4,910","14,273","US","CA","0707000050",
"Canada","0707000050","CUCMBERS,FR/CH","2014-2014","3,921","4,677","2,651","5,591","16,839","US","CA","0707000050",
"Canada","0707000050","CUCMBERS,FR/CH","2015-2015","4,821","4,133","2,643","4,706","16,303","US","CA","0707000050",
"Canada","0707000050","CUCMBERS,FR/CH","2016-2016","4,254","3,717","1,626","5,286","14,882","US","CA","0707000050",
"Canada","0708101000","ORG PEAS FC","2015-2015","200","154","51","90","494","US","CA","0708101000",
"Canada","0708101000","ORG PEAS FC","2016-2016","141","106","49","27","323","US","CA","0708101000",
"Canada","0709202000","ORG ASPARAGUS FC","2015-2015","202","208","14","67","491","US","CA","0709202000",
"Canada","0709202000","ORG ASPARAGUS FC","2016-2016","160","313","18","101","593","US","CA","0709202000",
"Canada","0709400010","ORG CELERY FR/CH","2011-2011","1,089","989","756","886","3,720","US","CA","0709400010",
"Canada","0709400010","ORG CELERY FR/CH","2012-2012","1,102","923","944","1,106","4,075","US","CA","0709400010",
"Canada","0709400010","ORG CELERY FR/CH","2013-2013","1,266","1,341","1,067","1,522","5,197","US","CA","0709400010",
"Canada","0709400010","ORG CELERY FR/CH","2014-2014","1,364","1,299","1,012","1,431","5,106","US","CA","0709400010",
"Canada","0709400010","ORG CELERY FR/CH","2015-2015","1,389","1,455","1,160","1,556","5,560","US","CA","0709400010",
"Canada","0709400010","ORG CELERY FR/CH","2016-2016","1,229","1,054","923","1,455","4,660","US","CA","0709400010",
"Canada","0709400050","CELERY FR/CH","2011-2011","22,052","16,754","6,596","12,899","58,301","US","CA","0709400050",
"Canada","0709400050","CELERY FR/CH","2012-2012","15,933","12,360","8,401","16,642","53,335","US","CA","0709400050",
"Canada","0709400050","CELERY FR/CH","2013-2013","25,044","19,973","7,258","16,899","69,174","US","CA","0709400050",
"Canada","0709400050","CELERY FR/CH","2014-2014","16,081","14,655","6,910","17,891","55,537","US","CA","0709400050",
"Canada","0709400050","CELERY FR/CH","2015-2015","17,219","15,660","7,121","24,630","64,629","US","CA","0709400050",
"Canada","0709400050","CELERY FR/CH","2016-2016","24,874","14,471","6,252","15,271","60,868","US","CA","0709400050",
"Canada","0709600010","ORG PEPPERS FR/C","2011-2011","481","498","312","273","1,564","US","CA","0709600010",
"Canada","0709600010","ORG PEPPERS FR/C","2012-2012","438","517","298","553","1,805","US","CA","0709600010",
"Canada","0709600010","ORG PEPPERS FR/C","2013-2013","663","662","407","805","2,538","US","CA","0709600010",
"Canada","0709600010","ORG PEPPERS FR/C","2014-2014","748","955","830","1,172","3,707","US","CA","0709600010",
"Canada","0709600010","ORG PEPPERS FR/C","2015-2015","728","853","416","376","2,374","US","CA","0709600010",
"Canada","0709600010","ORG PEPPERS FR/C","2016-2016","671","487","230","289","1,678","US","CA","0709600010",
"Canada","0709600050","PEPPERS FR/CH","2011-2011","19,453","27,178","13,098","22,107","81,836","US","CA","0709600050",
"Canada","0709600050","PEPPERS FR/CH","2012-2012","18,024","25,793","11,134","19,904","74,855","US","CA","0709600050",
"Canada","0709600050","PEPPERS FR/CH","2013-2013","19,293","26,036","14,486","21,633","81,448","US","CA","0709600050",
"Canada","0709600050","PEPPERS FR/CH","2014-2014","20,306","29,432","12,685","19,590","82,013","US","CA","0709600050",
"Canada","0709600050","PEPPERS FR/CH","2015-2015","17,420","24,968","12,677","20,438","75,503","US","CA","0709600050",
"Canada","0709600050","PEPPERS FR/CH","2016-2016","18,553","22,805","11,866","19,414","72,638","US","CA","0709600050",
"Canada","0709700010","ORG SPINACH FR/C","2011-2011","5,124","5,358","5,087","5,355","20,923","US","CA","0709700010",
"Canada","0709700010","ORG SPINACH FR/C","2012-2012","5,780","6,885","6,517","6,850","26,033","US","CA","0709700010",
"Canada","0709700010","ORG SPINACH FR/C","2013-2013","7,633","8,162","7,846","8,168","31,810","US","CA","0709700010",
"Canada","0709700010","ORG SPINACH FR/C","2014-2014","8,950","9,178","8,282","8,844","35,253","US","CA","0709700010",
"Canada","0709700010","ORG SPINACH FR/C","2015-2015","8,399","9,201","8,438","8,714","34,752","US","CA","0709700010",
"Canada","0709700010","ORG SPINACH FR/C","2016-2016","8,624","8,545","8,227","8,642","34,038","US","CA","0709700010",
"Canada","0709700050","SPINACH FR/CH","2011-2011","14,115","14,473","9,780","13,959","52,326","US","CA","0709700050",
"Canada","0709700050","SPINACH FR/CH","2012-2012","15,098","15,446","10,288","15,599","56,431","US","CA","0709700050",
"Canada","0709700050","SPINACH FR/CH","2013-2013","18,052","17,266","13,221","18,069","66,609","US","CA","0709700050",
"Canada","0709700050","SPINACH FR/CH","2014-2014","20,125","21,439","14,377","20,175","76,116","US","CA","0709700050",
"Canada","0709700050","SPINACH FR/CH","2015-2015","22,876","21,189","14,874","21,295","80,234","US","CA","0709700050",
"Canada","0709700050","SPINACH FR/CH","2016-2016","22,669","20,630","13,375","19,373","76,046","US","CA","0709700050",
"Canada","0805100045","ORG ORANGES FR/D","2011-2011","2,603","1,628","666","841","5,738","US","CA","0805100045",
"Canada","0805100045","ORG ORANGES FR/D","2012-2012","2,629","1,673","404","1,069","5,774","US","CA","0805100045",
"Canada","0805100045","ORG ORANGES FR/D","2013-2013","2,668","1,702","510","1,173","6,053","US","CA","0805100045",
"Canada","0805100045","ORG ORANGES FR/D","2014-2014","2,835","1,161","480","1,239","5,715","US","CA","0805100045",
"Canada","0805100045","ORG ORANGES FR/D","2015-2015","3,048","1,364","523","1,219","6,154","US","CA","0805100045",
"Canada","0805100045","ORG ORANGES FR/D","2016-2016","2,509","1,682","614","1,144","5,948","US","CA","0805100045",
"Canada","0805100065","ORANGES NES FR/D","2011-2011","55,228","48,845","8,329","22,366","134,768","US","CA","0805100065",
"Canada","0805100065","ORANGES NES FR/D","2012-2012","48,855","45,081","5,502","27,393","126,831","US","CA","0805100065",
"Canada","0805100065","ORANGES NES FR/D","2013-2013","55,011","46,173","4,811","27,065","133,061","US","CA","0805100065",
"Canada","0805100065","ORANGES NES FR/D","2014-2014","59,778","36,731","5,986","26,041","128,535","US","CA","0805100065",
"Canada","0805100065","ORANGES NES FR/D","2015-2015","53,556","39,543","6,489","24,074","123,663","US","CA","0805100065",
"Canada","0805100065","ORANGES NES FR/D","2016-2016","54,475","46,007","6,676","25,706","132,864","US","CA","0805100065",
"Canada","0805400050","GRAPEFRUIT,FRESH","2012-2012","10,706","5,259","1,999","8,962","26,927","US","CA","0805400050",
"Canada","0805400050","GRAPEFRUIT,FRESH","2013-2013","9,359","5,131","1,073","7,456","23,019","US","CA","0805400050",
"Canada","0805400050","GRAPEFRUIT,FRESH","2014-2014","9,758","4,640","749","7,083","22,231","US","CA","0805400050",
"Canada","0805400050","GRAPEFRUIT,FRESH","2015-2015","9,723","5,736","901","7,489","23,849","US","CA","0805400050",
"Canada","0805400050","GRAPEFRUIT,FRESH","2016-2016","8,995","4,884","817","6,294","20,991","US","CA","0805400050",
"Canada","0805502010","ORG LEMONS FR/D","2011-2011","1,373","1,772","707","974","4,827","US","CA","0805502010",
"Canada","0805502010","ORG LEMONS FR/D","2012-2012","1,315","1,560","683","1,419","4,977","US","CA","0805502010",
"Canada","0805502010","ORG LEMONS FR/D","2013-2013","1,813","2,046","645","1,977","6,481","US","CA","0805502010",
"Canada","0805502010","ORG LEMONS FR/D","2014-2014","2,759","2,210","853","1,915","7,737","US","CA","0805502010",
"Canada","0805502010","ORG LEMONS FR/D","2015-2015","2,215","2,673","1,071","1,486","7,445","US","CA","0805502010",
"Canada","0805502010","ORG LEMONS FR/D","2016-2016","2,674","2,681","942","1,441","7,738","US","CA","0805502010",
"Canada","0805502050","LEMONS FR/D","2011-2011","8,813","9,858","5,970","8,887","33,529","US","CA","0805502050",
"Canada","0805502050","LEMONS FR/D","2012-2012","10,050","12,014","4,904","8,295","35,263","US","CA","0805502050",
"Canada","0805502050","LEMONS FR/D","2013-2013","10,373","13,554","5,197","13,299","42,423","US","CA","0805502050",
"Canada","0805502050","LEMONS FR/D","2014-2014","13,263","14,983","5,216","12,626","46,088","US","CA","0805502050",
"Canada","0805502050","LEMONS FR/D","2015-2015","13,196","13,511","4,449","11,906","43,062","US","CA","0805502050",
"Canada","0805502050","LEMONS FR/D","2016-2016","13,506","15,241","6,690","13,038","48,475","US","CA","0805502050",
"Canada","0805505010","ORG LIMES FD","2015-2015","258","206","203","239","906","US","CA","0805505010",
"Canada","0805505010","ORG LIMES FD","2016-2016","166","134","126","195","622","US","CA","0805505010",
"Canada","0806100010","ORG GRAPES FRESH","2011-2011","123","586","2,361","1,620","4,690","US","CA","0806100010",
"Canada","0806100010","ORG GRAPES FRESH","2012-2012","135","617","2,852","2,094","5,698","US","CA","0806100010",
"Canada","0806100010","ORG GRAPES FRESH","2013-2013","167","633","4,076","2,933","7,809","US","CA","0806100010",
"Canada","0806100010","ORG GRAPES FRESH","2014-2014","137","1,167","5,982","3,173","10,460","US","CA","0806100010",
"Canada","0806100010","ORG GRAPES FRESH","2015-2015","153","1,128","5,473","2,867","9,621","US","CA","0806100010",
"Canada","0806100010","ORG GRAPES FRESH","2016-2016","53","1,195","5,083","2,338","8,669","US","CA","0806100010",
"Canada","0806100050","GRAPES FRESH","2011-2011","2,259","6,424","96,529","88,263","193,475","US","CA","0806100050",
"Canada","0806100050","GRAPES FRESH","2012-2012","2,624","6,001","108,819","96,555","213,999","US","CA","0806100050",
"Canada","0806100050","GRAPES FRESH","2013-2013","2,037","7,260","105,710","96,303","211,311","US","CA","0806100050",
"Canada","0806100050","GRAPES FRESH","2014-2014","4,589","12,579","107,948","89,643","214,758","US","CA","0806100050",
"Canada","0806100050","GRAPES FRESH","2015-2015","2,276","8,623","111,621","88,653","211,172","US","CA","0806100050",
"Canada","0806100050","GRAPES FRESH","2016-2016","1,313","9,094","113,136","88,966","212,509","US","CA","0806100050",
"Canada","0807111000","ORG WATERMELON","2015-2015","25","479","880","114","1,498","US","CA","0807111000",
"Canada","0807111000","ORG WATERMELON","2016-2016","10","887","662","107","1,665","US","CA","0807111000",
"Canada","0808100010","ORG APPLES FRESH","2011-2011","4,582","3,517","1,621","3,514","13,234","US","CA","0808100010",
"Canada","0808100010","ORG APPLES FRESH","2012-2012","5,336","2,600","1,961","4,873","14,769","US","CA","0808100010",
"Canada","0808100010","ORG APPLES FRESH","2013-2013","7,420","6,147","2,577","5,424","21,569","US","CA","0808100010",
"Canada","0808100010","ORG APPLES FRESH","2014-2014","8,467","4,608","3,555","5,580","22,210","US","CA","0808100010",
"Canada","0808100010","ORG APPLES FRESH","2015-2015","7,240","4,685","2,338","4,197","18,460","US","CA","0808100010",
"Canada","0808100010","ORG APPLES FRESH","2016-2016","6,482","3,098","2,754","3,538","15,872","US","CA","0808100010",
"Canada","0808100050","APPLES FRESH","2011-2011","42,111","34,922","43,607","33,369","154,010","US","CA","0808100050",
"Canada","0808100050","APPLES FRESH","2012-2012","40,747","38,477","49,560","49,537","178,321","US","CA","0808100050",
"Canada","0808100050","APPLES FRESH","2013-2013","59,943","54,990","42,191","34,609","191,733","US","CA","0808100050",
"Canada","0808100050","APPLES FRESH","2014-2014","51,040","51,078","45,905","29,134","177,157","US","CA","0808100050",
"Canada","0808100050","APPLES FRESH","2015-2015","42,255","37,642","40,529","29,401","149,826","US","CA","0808100050",
"Canada","0808100050","APPLES FRESH","2016-2016","50,927","52,844","45,504","29,339","178,614","US","CA","0808100050",
"Canada","0808200010","ORG PEARS/QUINCE","2011-2011","540","174","427","764","1,905","US","CA","0808200010",
"Canada","0808200050","PEARS/QUINCE FR","2011-2011","14,219","5,536","9,523","18,502","47,781","US","CA","0808200050",
"Canada","0808300010","ORG PEARS","2012-2012","690","192","714","1,248","2,843","US","CA","0808300010",
"Canada","0808300010","ORG PEARS","2013-2013","815","222","656","1,086","2,779","US","CA","0808300010",
"Canada","0808300010","ORG PEARS","2014-2014","789","184","853","1,243","3,068","US","CA","0808300010",
"Canada","0808300010","ORG PEARS","2015-2015","933","484","700","1,733","3,849","US","CA","0808300010",
"Canada","0808300010","ORG PEARS","2016-2016","1,337","257","942","1,278","3,814","US","CA","0808300010",
"Canada","0808300050","PEARS, FRESH","2012-2012","12,419","4,960","13,337","24,321","55,036","US","CA","0808300050",
"Canada","0808300050","PEARS, FRESH","2013-2013","16,309","4,226","11,910","20,085","52,531","US","CA","0808300050",
"Canada","0808300050","PEARS, FRESH","2014-2014","16,298","4,227","12,041","21,866","54,432","US","CA","0808300050",
"Canada","0808300050","PEARS, FRESH","2015-2015","15,300","4,115","11,397","20,115","50,926","US","CA","0808300050",
"Canada","0808300050","PEARS, FRESH","2016-2016","13,991","4,825","10,665","17,410","46,891","US","CA","0808300050",
"Canada","0809200010","ORG CHERRIES FR","2011-2011","0","812","1,784","0","2,596","US","CA","0809200010",
"Canada","0809200050","CHERRIES FR","2011-2011","288","53,154","89,971","252","143,666","US","CA","0809200050",
"Canada","0809290010","ORG CHER N/SR FR","2012-2012","0","1,052","1,488","0","2,540","US","CA","0809290010",
"Canada","0809290010","ORG CHER N/SR FR","2013-2013","0","1,294","1,411","0","2,704","US","CA","0809290010",
"Canada","0809290010","ORG CHER N/SR FR","2014-2014","0","1,607","1,484","0","3,091","US","CA","0809290010",
"Canada","0809290010","ORG CHER N/SR FR","2015-2015","0","1,184","456","0","1,640","US","CA","0809290010",
"Canada","0809290010","ORG CHER N/SR FR","2016-2016","0","1,037","448","0","1,485","US","CA","0809290010",
"Canada","0809290050","CHER N/SR FR","2012-2012","67","77,911","67,356","93","145,427","US","CA","0809290050",
"Canada","0809290050","CHER N/SR FR","2013-2013","184","73,337","54,821","82","128,424","US","CA","0809290050",
"Canada","0809290050","CHER N/SR FR","2014-2014","54","61,626","59,372","152","121,204","US","CA","0809290050",
"Canada","0809290050","CHER N/SR FR","2015-2015","79","83,379","24,326","79","107,862","US","CA","0809290050",
"Canada","0809290050","CHER N/SR FR","2016-2016","37","69,930","34,473","30","104,471","US","CA","0809290050",
"Canada","0809301000","ORG PEACH,NCTR","2015-2015","0","642","779","3","1,425","US","CA","0809301000",
"Canada","0809301000","ORG PEACH,NCTR","2016-2016","0","569","637","77","1,283","US","CA","0809301000",
"Canada","0810100010","ORG STRAWBERS FR","2011-2011","1,595","5,161","4,914","1,962","13,633","US","CA","0810100010",
"Canada","0810100010","ORG STRAWBERS FR","2012-2012","1,785","5,527","5,184","1,813","14,309","US","CA","0810100010",
"Canada","0810100010","ORG STRAWBERS FR","2013-2013","1,550","7,993","7,434","2,780","19,757","US","CA","0810100010",
"Canada","0810100010","ORG STRAWBERS FR","2014-2014","2,424","8,818","8,066","4,021","23,330","US","CA","0810100010",
"Canada","0810100010","ORG STRAWBERS FR","2015-2015","3,327","10,115","6,676","2,253","22,371","US","CA","0810100010",
"Canada","0810100010","ORG STRAWBERS FR","2016-2016","2,020","8,210","9,521","3,369","23,120","US","CA","0810100010",
"Canada","0810100050","STRAWBERRIES FR","2011-2011","79,409","105,613","64,175","45,888","295,086","US","CA","0810100050",
"Canada","0810100050","STRAWBERRIES FR","2012-2012","78,201","107,213","70,177","52,722","308,313","US","CA","0810100050",
"Canada","0810100050","STRAWBERRIES FR","2013-2013","84,574","103,173","67,702","59,586","315,035","US","CA","0810100050",
"Canada","0810100050","STRAWBERRIES FR","2014-2014","83,118","100,981","62,111","49,215","295,425","US","CA","0810100050",
"Canada","0810100050","STRAWBERRIES FR","2015-2015","80,882","98,063","59,895","41,316","280,155","US","CA","0810100050",
"Canada","0810100050","STRAWBERRIES FR","2016-2016","58,905","100,941","71,094","46,068","277,007","US","CA","0810100050",
"Canada","0810202000","ORG BERRIES","2015-2015","1,151","2,240","2,383","1,597","7,372","US","CA","0810202000",
"Canada","0810202000","ORG BERRIES","2016-2016","1,261","2,239","3,101","2,175","8,777","US","CA","0810202000",
"Canada","0810400026","ORG CULT BLUEBER","2011-2011","449","11,465","3,749","461","16,123","US","CA","0810400026",
"Canada","0810400026","ORG CULT BLUEBER","2012-2012","458","7,937","3,743","385","12,523","US","CA","0810400026",
"Canada","0810400026","ORG CULT BLUEBER","2013-2013","474","8,671","4,510","624","14,280","US","CA","0810400026",
"Canada","0810400026","ORG CULT BLUEBER","2014-2014","445","9,237","4,677","204","14,563","US","CA","0810400026",
"Canada","0810400026","ORG CULT BLUEBER","2015-2015","109","10,353","3,095","82","13,639","US","CA","0810400026",
"Canada","0810400026","ORG CULT BLUEBER","2016-2016","231","7,517","3,768","292","11,808","US","CA","0810400026",
"Canada","0810400029","CULT BLUEBERS FR","2011-2011","758","48,759","19,413","962","69,892","US","CA","0810400029",
"Canada","0810400029","CULT BLUEBERS FR","2012-2012","2,078","66,289","17,873","772","87,013","US","CA","0810400029",
"Canada","0810400029","CULT BLUEBERS FR","2013-2013","2,644","61,247","21,112","739","85,741","US","CA","0810400029",
"Canada","0810400029","CULT BLUEBERS FR","2014-2014","972","57,267","13,234","568","72,041","US","CA","0810400029",
"Canada","0810400029","CULT BLUEBERS FR","2015-2015","1,199","52,572","10,407","621","64,799","US","CA","0810400029",
"Canada","0810400029","CULT BLUEBERS FR","2016-2016","1,292","51,116","12,684","629","65,719","US","CA","0810400029",
"Canada","0901210010","ORG COFFE RST ND","2011-2011","1,379","1,988","1,976","2,024","7,368","US","CA","0901210010",
"Canada","0901210010","ORG COFFE RST ND","2012-2012","2,201","1,849","2,883","1,893","8,827","US","CA","0901210010",
"Canada","0901210010","ORG COFFE RST ND","2013-2013","1,861","1,407","2,437","2,670","8,374","US","CA","0901210010",
"Canada","0901210010","ORG COFFE RST ND","2014-2014","1,766","2,301","1,893","1,655","7,615","US","CA","0901210010",
"Canada","0901210010","ORG COFFE RST ND","2015-2015","2,460","1,501","2,490","2,215","8,666","US","CA","0901210010",
